"","price"
"2456",19737.1702629683
"2457",27828.0184983343
"2458",30295.9254086386
"2459",36010.5032703367
"2460",30710.130721948
"2461",33174.836818185
"2462",35702.9842715859
"2463",32824.9766821085
"2464",37148.1464192171
"2465",28114.3993132427
"2466",27328.3059062484
"2467",35646.6368349096
"2468",16579.4644778495
"2469",37935.8305536543
"2470",38190.5398345738
"2471",46541.9279665237
"2472",42424.8010942746
"2473",43552.9206499328
"2474",44532.1252827473
"2475",52539.1999682457
"2476",49712.4487377856
"2477",48190.0992493887
"2478",51570.397560771
"2479",48613.8332031346
"2480",50871.9400067404
"2481",62915.633635698
"2482",62237.7823747908
"2483",62108.2367349343
"2484",85907.5015560095
"2485",40791.2036080752
"2486",70894.1205740289
"2487",71130.9481047584
"2488",35173.2892621222
"2489",19135.2103700634
"2490",31637.0702088635
"2491",33023.8824771735
"2492",28757.8375991262
"2493",59824.7211960445
"2494",61088.0528765207
"2495",48075.0356233553
"2496",56623.5693205972
"2497",60222.6436219478
"2498",33309.3147659588
"2499",33608.6219547268
"2500",40661.3479454923
"2501",41606.7461268083
"2502",41485.9500956731
"2503",51652.6994139317
"2504",57912.4021947531
"2505",60264.297288489
"2506",58475.5607532218
"2507",63489.5725552124
"2508",54322.6287185426
"2509",57716.5879870157
"2510",65429.7020617486
"2511",81166.4240594123
"2512",27749.7512335198
"2513",32775.5927065749
"2514",38547.426674882
"2515",49089.739476345
"2516",54217.134405152
"2517",54387.4033048018
"2518",29538.7830533031
"2519",30689.0743767486
"2520",30994.0533837563
"2521",41497.3155572483
"2522",41745.1129862292
"2523",45897.5336361296
"2524",46181.9922121832
"2525",55405.3498102613
"2526",15935.9822020912
"2527",26820.2167019967
"2528",31025.58131299
"2529",34289.9451991887
"2530",46227.5886196308
"2531",56409.3340110382
"2532",39666.4431673959
"2533",25006.7175799695
"2534",25232.775746751
"2535",30382.536696488
"2536",29763.2761463594
"2537",28586.0201153769
"2538",32627.4591017058
"2539",24700.4063891489
"2540",27596.1574301482
"2541",27877.5034990022
"2542",27703.2641518994
"2543",28096.3956913331
"2544",28028.1867276299
"2545",28191.6543994898
"2546",116557.523932161
"2547",112414.561702434
"2548",15733.5469667525
"2549",24363.8114343816
"2550",37493.3909981576
"2551",49166.3066238441
"2552",49333.1620755788
"2553",49295.5130917248
"2554",54412.1826542714
"2555",30843.7603743296
"2556",30881.3607036137
"2557",67646.1788453136
"2558",67982.6624913786
"2559",65927.8596161561
"2560",68807.1473436756
"2561",66296.5015548349
"2562",67583.0696800635
"2563",74717.9836001647
"2564",73879.7810968595
"2565",17773.587568296
"2566",28341.6937546637
"2567",41759.6417432632
"2568",23531.0147742233
"2569",26692.9383692113
"2570",26622.4871246014
"2571",105626.026657209
"2572",31775.6444371743
"2573",33737.1080202975
"2574",45063.2909053517
"2575",51219.7349962897
"2576",36663.2777844593
"2577",35981.4246999528
"2578",31161.3226943812
"2579",28610.3364348145
"2580",35620.5585903309
"2581",33836.1367703422
"2582",27462.9111089471
"2583",27479.0864552677
"2584",27597.5604284728
"2585",27355.0183816168
"2586",40026.1311411837
"2587",51374.6442984768
"2588",23591.7288206981
"2589",23769.19720818
"2590",30825.1854272476
"2591",51969.8643232147
"2592",59412.4008638827
"2593",63891.4611560129
"2594",24467.5862260152
"2595",25824.802029618
"2596",26734.3138110384
"2597",27183.6414151286
"2598",37035.5257566405
"2599",19607.7908839742
"2600",20266.195276373
"2601",17602.113291687
"2602",17590.9219714979
"2603",21574.7622823359
"2604",39668.7272049777
"2605",52130.9941874905
"2606",36069.5202878259
"2607",36274.7011984295
"2608",35853.3147069102
"2609",35969.8919368974
"2610",36038.4693188198
"2611",30298.1528327884
"2612",43199.7321781119
"2613",43167.5791592793
"2614",43566.4587691798
"2615",24632.5744421122
"2616",25362.5995931505
"2617",28520.687884443
"2618",41808.2384553585
"2619",42098.726889127
"2620",41966.2666306957
"2621",41985.1588170281
"2622",42502.9430786418
"2623",42010.0661469111
"2624",30984.6439825302
"2625",20100.4220166859
"2626",22991.8254322289
"2627",33211.169496784
"2628",45943.3568417381
"2629",39882.0007094999
"2630",40161.8842366716
"2631",40687.7623583286
"2632",52613.8802585905
"2633",52277.8045784265
"2634",37521.1246450165
"2635",47813.4794075479
"2636",58304.2817044233
"2637",20610.4748297013
"2638",28829.3087806297
"2639",45857.1908578201
"2640",31207.4349931892
"2641",31941.5601534058
"2642",43289.0461682432
"2643",31182.1805495675
"2644",37735.4060186455
"2645",37765.3989762124
"2646",38422.5382074904
"2647",40266.2227228014
"2648",27665.422755695
"2649",27278.4545871104
"2650",24215.1828236647
"2651",24256.7174264441
"2652",62609.8525516252
"2653",60969.5198035531
"2654",62118.8593554268
"2655",33919.4085023241
"2656",54152.176614966
"2657",51050.5660548044
"2658",50054.7349071946
"2659",45672.8351217444
"2660",31997.3663959901
"2661",61294.378557849
"2662",32612.9977051274
"2663",34151.4125679836
"2664",57967.8356883122
"2665",57070.2087158117
"2666",75143.9619811918
"2667",63003.0325151347
"2668",23141.2255571602
"2669",23142.019930712
"2670",23601.5683910009
"2671",35536.567459229
"2672",45358.8348025884
"2673",42362.9999987904
"2674",78028.282689595
"2675",27594.5426198634
"2676",76212.5365699781
"2677",76679.5664253001
"2678",77043.0317114386
"2679",76737.5090239389
"2680",88413.7000845432
"2681",29987.3677795559
"2682",44436.2700495797
"2683",52388.5365817192
"2684",58015.0213142432
"2685",60790.2782784329
"2686",34334.8144813688
"2687",32059.7000956067
"2688",47157.0153287683
"2689",133597.638965483
"2690",137958.374231573
"2691",139528.389361073
"2692",139991.158444638
"2693",137764.482593119
"2694",136242.949953642
"2695",138644.407026755
"2696",138936.591638553
"2697",138050.901148443
"2698",136687.075669444
"2699",140729.392660141
"2700",141850.720472893
"2701",70161.4764904662
"2702",21407.1775122282
"2703",28424.6652668231
"2704",40868.9388338258
"2705",86682.0194119683
"2706",26515.5048290873
"2707",25651.0331579809
"2708",20040.9911570725
"2709",21950.1551604229
"2710",56334.5857706459
"2711",45372.9576829911
"2712",45375.3627490564
"2713",44763.9920640255
"2714",45155.1113983582
"2715",37097.0267635015
"2716",36947.4323408863
"2717",48764.0838816498
"2718",133753.577496222
"2719",132150.860134689
"2720",141162.60904524
"2721",168981.745053316
"2722",37116.2600289386
"2723",37004.921918513
"2724",37008.1057174018
"2725",26980.4133691976
"2726",22982.8413241622
"2727",27000.3554953689
"2728",28780.9613639708
"2729",28388.0922350136
"2730",31808.2839774785
"2731",37559.0953955736
"2732",22768.9866299168
"2733",54723.6306760794
"2734",20050.0190404854
"2735",25747.8576805919
"2736",29431.3428036818
"2737",38787.0618528063
"2738",29098.7733382657
"2739",110859.09130209
"2740",103195.709830585
"2741",26121.8161227743
"2742",33147.5892047119
"2743",34920.1570693538
"2744",39437.8803463746
"2745",97518.2162281499
"2746",98889.4076992244
"2747",35634.7672397914
"2748",29948.4270374666
"2749",28277.3252527186
"2750",31170.4369466114
"2751",24430.9417982765
"2752",34264.5928775197
"2753",86347.0557799883
"2754",29966.4632799647
"2755",47945.8839679369
"2756",16411.5329133482
"2757",160287.936156661
"2758",26861.5476315453
"2759",26870.2591560675
"2760",27155.9619600121
"2761",33522.5296448019
"2762",33618.3066263655
"2763",33519.9875500219
"2764",32526.8944587697
"2765",28096.8276170226
"2766",44599.7377838357
"2767",22568.2245980714
"2768",33556.6492423472
"2769",29348.9178889044
"2770",29149.7504140268
"2771",39134.8748093908
"2772",50241.2053206667
"2773",27671.4774936875
"2774",24378.547612177
"2775",24724.8841849218
"2776",33516.2642274081
"2777",44082.008195254
"2778",28439.6074773023
"2779",17443.4848124792
"2780",43552.8965534919
"2781",33675.0137865212
"2782",31910.8410420484
"2783",28403.9770621081
"2784",43755.5797322388
"2785",41738.8054939848
"2786",32829.0588351463
"2787",38588.7559305075
"2788",46379.8373574412
"2789",56085.258323631
"2790",54455.2480292123
"2791",29135.6270179768
"2792",35088.770059854
"2793",39211.1198352932
"2794",22221.6702994915
"2795",21824.4508260694
"2796",26926.3769431165
"2797",28755.8579644245
"2798",31241.3701005543
"2799",31031.4152073227
"2800",31650.8433462926
"2801",31741.6982419164
"2802",44894.0564891426
"2803",52982.7969459005
"2804",42536.4048503237
"2805",51070.0038014271
"2806",51146.4304542348
"2807",46996.8284075045
"2808",31724.1242893143
"2809",37921.6945334773
"2810",49768.8764955418
"2811",56580.3121597018
"2812",37103.1472613131
"2813",22197.3178684281
"2814",23552.4916327538
"2815",31806.2838724737
"2816",57074.5553181198
"2817",23112.9568885429
"2818",33060.6947550231
"2819",33880.1309129105
"2820",39921.3307494501
"2821",40575.7375849055
"2822",23995.6527761918
"2823",23881.1362460672
"2824",30734.249272497
"2825",41082.257935098
"2826",44860.1475824086
"2827",44910.3970563621
"2828",44581.1823691489
"2829",50673.6344610304
"2830",22127.0928106453
"2831",22420.1284546242
"2832",22590.3637934474
"2833",31212.4801310146
"2834",31193.2999437599
"2835",30308.2352242536
"2836",38807.2358713649
"2837",39054.086945772
"2838",27687.1407870432
"2839",45520.2182628416
"2840",26134.8434529456
"2841",34202.315331844
"2842",31032.723364519
"2843",52515.5250371932
"2844",52426.5031895494
"2845",38073.0598693776
"2846",23616.2593005416
"2847",19091.8708600568
"2848",56325.7888953619
"2849",56837.274231587
"2850",38612.2223590044
"2851",36025.7140134899
"2852",40553.8337558613
"2853",40957.9006028611
"2854",41246.4187842777
"2855",41415.4461357297
"2856",44228.909947422
"2857",39492.1683357629
"2858",48203.4027459641
"2859",45884.1580691651
"2860",35138.4025776459
"2861",34816.0146110443
"2862",32817.0788846272
"2863",33470.5990585271
"2864",34140.2900196243
"2865",58361.1608593999
"2866",36287.5619592252
"2867",35714.7696594575
"2868",25973.6367586409
"2869",33491.2909406206
"2870",29265.3863398978
"2871",30093.9531261743
"2872",23601.0349942642
"2873",23021.1354942971
"2874",31894.4979585577
"2875",37303.9093006177
"2876",35881.6361149829
"2877",27529.2118896512
"2878",28059.859988012
"2879",34879.6178103786
"2880",40520.0438390924
"2881",23094.1350370279
"2882",27574.9119881695
"2883",32386.0602955104
"2884",24680.9403370277
"2885",34886.6396966206
"2886",25815.7377076285
"2887",28014.2416911638
"2888",27590.7878067054
"2889",35733.2882193559
"2890",34336.4069207544
"2891",33654.1540682092
"2892",27112.8393412887
"2893",27497.0634726561
"2894",27174.6007791907
"2895",32049.7602496344
"2896",32612.6187551363
"2897",23418.890547913
"2898",38899.6450898484
"2899",44973.5573509005
"2900",12866.8501402853
"2901",31719.7621548443
"2902",31714.3901807995
"2903",32806.6529214432
"2904",32117.0340315261
"2905",33048.7789881185
"2906",40408.233295089
"2907",40944.8938407887
"2908",40750.6173542416
"2909",40670.6527539871
"2910",32241.621247504
"2911",39064.2108619322
"2912",50249.420400493
"2913",51407.234339807
"2914",61970.226174028
"2915",39091.4350184009
"2916",43939.7976211779
"2917",68012.6460890479
"2918",71529.593839685
"2919",69202.2038824637
"2920",40361.5243906485
"2921",42238.9459167666
"2922",59077.6232093548
"2923",37023.3803131404
"2924",49443.2240829635
"2925",50505.1427397172
"2926",56175.75959864
"2927",56969.9192195607
"2928",64323.2372511778
"2929",66038.8319743398
"2930",31212.4250985748
"2931",29455.9807263428
"2932",47059.978917621
"2933",67933.4768427745
"2934",44529.5462288394
"2935",44254.5048059809
"2936",53029.392506893
"2937",70024.2107668238
"2938",74043.801773314
"2939",46250.0685966166
"2940",40891.6722084697
"2941",44988.1594091937
"2942",45134.6357467398
"2943",24205.0336952583
"2944",44608.9792088496
"2945",41691.8942936438
"2946",54311.9749160367
"2947",23490.987461571
"2948",45709.3883745876
"2949",51552.0168412761
"2950",24565.4051606092
"2951",21186.1165817287
"2952",29424.1845235642
"2953",30528.3007833814
"2954",35653.416873946
"2955",34272.6118016515
"2956",34647.8604920611
"2957",34827.2178018643
"2958",69793.1174360315
"2959",46766.1192467057
"2960",47429.3496056025
"2961",46312.7916958213
"2962",57801.4256975354
"2963",58574.4140916479
"2964",65721.3102801158
"2965",41346.4899578753
"2966",42287.2820889117
"2967",35265.4960840507
"2968",22541.5163044265
"2969",38118.8042186977
"2970",32831.5696383226
"2971",44531.2361664417
"2972",50414.7039082092
"2973",72364.0853461071
